FMNH196192_misukuMWI , 1 
FMNH196634_misukuMWI , 1 
FMNH151364_usambaraTZA , 2 
FMNH154001_kwamgumiTZA , 2 
GA2949_moukalabaGAB , 3 
CAR116_dzangasanghaCAR , 4 
ANG0007_tundavalaANG , 5 
Lav3436_diredawaETH , 6 
KEN088_wambaKEN , 7 
TZA27632_rombomkuuTZA , 7 
TZA27645_rombomkuuTZA , 7 
KEN041_namangaKEN , 7 
TZA27633_rombomkuuTZA , 7 
PT2016x29_sachiambeANG , 8 
AMNH55739_marunguDRC , 9 
P0994_malwetaGIN , 10 
MOZ210_gileMOZ , 11 
FMNH183735_namuliMOZ , 11 
DQ652185_molopoZAF , 12 
TZA28200_nunduTZA , 13 
FMNH163759_rungweTZA , 13 
TZAUP026_ , 14 
TZAUP045_ , 14 
TZAUP004_ , 14 
FMNH205145_rungweTZA , 14 
TZAUP031_ , 14 
TZAUP005_ , 14 
KEN20150937_mtkenyaKEN , 15 
KEN20150349_mtkenyaKEN , 15 
KEN20150749_mtkenyaKEN , 15 
KEN20150165_mtkenyaKEN , 15 
KEN20150834_mtkenyaKEN , 15 
KEN20151327_mtkenyaKEN , 15 
KEN20151471_mtkenyaKEN , 15 
KEN20151483_mtkenyaKEN , 15 
KEN20151040_mtkenyaKEN , 15 
KEN20150997_mtkenyaKEN , 15 
KEN20151041_mtkenyaKEN , 15 
KEN20151042_mtkenyaKEN , 15 
KEN20151101_mtkenyaKEN , 15 
KEN20151092_mtkenyaKEN , 15 
FMNH190308_aberdareKEN , 15 
KEN20150306_mtkenyaKEN , 15 
FMNH190301_aberdareKEN , 15 
FMNH190303_aberdareKEN , 15 
FMNH190306_aberdareKEN , 15 
FMNH190307_aberdareKEN , 15 
FMNH216964_mtkenyaKEN , 15 
KEN20150390_mtkenyaKEN , 15 
FMNH190300_aberdareKEN , 15 
FMNH190302_aberdareKEN , 15 
FMNH190304_aberdareKEN , 15 
FMNH190305_aberdareKEN , 15 
FMNH190632_aberdareKEN , 15 
FMNH190633_aberdareKEN , 15 
CMR6_bamendaCMR , 16 
CMR5_bamendaCMR , 16 
CMR17_bamendaCMR , 16 
CMR1_bamendaCMR , 16 
CMR19_bamendaCMR , 16 
CMR21_bamendaCMR , 16 
N4236_boumbaNER , 17 
BEN0539_terouBEN , 18 
BEN0878_goukaBEN , 18 
BEN0589_terouBEN , 18 
BEN0347_wannouBEN , 18 
BEN0001_agbassaBEN , 18 
BEN0291_wannouBEN , 18 
GDOB1859_tanguietaBEN , 18 
SI21_kedianaGIN , 19 
SI66_kedianaGIN , 20 
ETH0600_alatishETH , 21 
Lav2521_dhatiwelelETH , 22 
Lav2597_dhatiwelelETH , 22 
RTE127_mahbereslassieETH , 23 
MET2586_alamataETH , 24 
ETH1314_borenasayntETH , 24 
ETH1341_borenasayntETH , 24 
ETH0501_hashengeETH , 24 
ETH1315_borenasayntETH , 24 
ETH0400_bulchaETH , 25 
ETH1594_kunimuktariETH , 26 
Denys21_godabutichaETH , 26 
VN1185_fressoudouGIN , 27 
CIV892_gbagroubedivoCIV , 28 
MK8_maikouGIN , 28 
ZWW115_ , 28 
ZWW144_ , 28 
P0585_kazaoumaGIN , 28 
VN1630_boweGIN , 28 
VN1643_boweGIN , 28 
DFA590_nimbaGIN , 28 
DFA556_nimbaGIN , 28 
CIV1213_blodiduekoueCIV , 28 
DFA555_nimbaGIN , 28 
NIMII68_nimbaGIN , 28 
P2461_kazaoumaGIN , 28 
FMNH212144_virungaRWA , 29 
FMNH212348_virungaRWA , 29 
FMNH212349_virungaRWA , 29 
FMNH157986_bwindiUGA , 29 
FMNH160972_bwindiUGA , 29 
UGA1149_ , 29 
UGA1152_ , 29 
FMNH212143_virungaRWA , 29 
FMNH207677_nyungweRWA , 29 
Bulembu08_bulembuSWZ , 30 
Bulembu07_bulembuSWZ , 30 
Bulembu06_bulembuSWZ , 30 
Bulembu20_bulembuSWZ , 30 
Bulembu25_bulembuSWZ , 30 
ANG0121_hombeANG , 31 
ANG0122_hombeANG , 31 
CRT682_liekipaysansDRC , 32 
FMNH202879_mokaGNQ , 33 
FMNH195179_kaboboDRC , 34 
FMNH228005_itombweDRC , 34 
FMNH228072_itombweDRC , 34 
FMNH228073_itombweDRC , 34 
FMNH173463_kahuzibiegaDRC , 35 
FMNH173464_kahuzibiegaDRC , 35 
FMNH211371_kahuzibiegaDRC , 35 
FMNH145224_rwenzoriUGA , 35 
FMNH145225_rwenzoriUGA , 35 
FMNH157821_mgahingaUGA , 35 
FMNH160968_bwindiUGA , 35 
FMNH149348_kibiraBDI , 35 
FMNH149349_kibiraBDI , 35 
FMNH189124_kahuzibiegaCOD , 35 
FMNH189297_kahuzibiegaDRC , 35 
NNP660_nyungweRWA , 35 
FMNH149346_kibiraBDI , 35 
FMNH149344_kibiraBDI , 35 
FMNH189295_kahuzibiegaDRC , 35 
AJ225115_ , 35 
AJ225115D_ , 35 
FMNH138129_kibiraBDI , 35 
FMNH138133_kibiraBDI , 35 
FMNH138128_kibiraBDI , 35 
FMNH196193_misukuMWI , 36 
FMNH196196_misukuMWI , 36 
FMNH196201_misukuMWI , 36 
